Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
ach_task_hyp_2,auditory_ch_task_hyp,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: center;""><span style=""font-size: 14pt;"">Now you're ready for the game!</span></p> <p style=""text-align: center;"">Remember to keep your headphones in, volume at 100% and screen brightness at 100%!</p> <p style=""text-align: center;""> </p> <p style=""text-align: center;""><span style=""font-size: 18pt;""><a href=""https://powerslab.research.yale.edu/ACH_Task_Short_Psychedelic3/#/?id=[encrypted_metadata_uri]&survey_url=[survey-url]"">""Can You Hear the Tone?"" Game</a> (~15 minutes)- [task_data_ach_task_short_psychedelic3_complete]</span></p> <p style=""text-align: center;""> </p></div>",,,,,,,([random_rpt]='7' or [random_rpt]='8' or [random_rpt]='9' or [random_rpt]='10' or [random_rpt]='11' or [random_rpt]='12'),,,,,,
ach_task_hyp_3,auditory_ch_task_hyp,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: center;""><span style=""font-size: 14pt;"">Now you're ready for the game!</span></p> <p style=""text-align: center;"">Remember to keep your headphones in, volume at 100% and screen brightness at 100%!</p> <p style=""text-align: center;""> </p> <p style=""text-align: center;""><span style=""font-size: 18pt;""><a href=""https://powerslab.research.yale.edu/ACH_Task_Short_Psychedelic4/#/?id=[encrypted_metadata_uri]&survey_url=[survey-url]"">""Can You Hear the Tone?"" Game</a> (~15 minutes)- [task_data_ach_task_short_psychedelic4_complete]</span></p> <p style=""text-align: center;""> </p></div>",,,,,,,([random_rpt]='13' or [random_rpt]='14' or [random_rpt]='15' or [random_rpt]='16' or [random_rpt]='17' or [random_rpt]='18'),,,,,,
ach_task_hyp_4,auditory_ch_task_hyp,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: center;""><span style=""font-size: 14pt;"">Now you're ready for the game!</span></p> <p style=""text-align: center;"">Remember to keep your headphones in, volume at 100% and screen brightness at 100%!</p> <p style=""text-align: center;""> </p> <p style=""text-align: center;""><span style=""font-size: 18pt;""><a href=""https://powerslab.research.yale.edu/ACH_Task_Short_Psychedelic5/#/?id=[encrypted_metadata_uri]&survey_url=[survey-url]"">""Can You Hear the Tone?"" Game</a> (~15 minutes)- [task_data_ach_task_short_psychedelic5_complete]</span></p> <p style=""text-align: center;""> </p></div>",,,,,,,([random_rpt]='19' or [random_rpt]='20' or [random_rpt]='21' or [random_rpt]='22' or [random_rpt]='23' or [random_rpt]='24'),,,,,,
links_ach,auditory_ch_task_hyp,,descriptive,"<div class=""rich-text-field-label""><p><span style=""text-decoration: underline;""><span style=""font-size: 18pt;"">REMINDER: The following will redirect you to REDCap and let you move onto other games if needed.</span></span></p> <p> </p> <p><span style=""text-decoration: underline;""><span style=""font-size: 12pt;"">[survey-link:visual_ch_task_hyp:Can You See the Pattern?]</span></span></p> <p> </p> <p><span style=""text-decoration: underline;""><span style=""font-size: 12pt;"">[survey-link:probabilistic_reversal_task_hyp:Lucky Picture Picking Game]</span></span></p> <p> </p> <p><span style=""text-decoration: underline;""><span style=""font-size: 12pt;"">[survey-link:auditory_ch_task_hyp:Can You Hear the Tone?]</span></span></p> <p> </p> <p><span style=""text-decoration: underline; font-size: 12pt;"">[survey-link:space_junk_hyp:Space Junk Collection Game]</span></p></div>",,,,,,,,,,,,,
task_nosave_yn_ach_hyp,auditory_ch_task_hyp,,yesno,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Have you </span>completed<span style=""font-weight: normal;""> the ""<span style=""text-decoration: underline;"">Can You Hear the Tone?</span>"" Game today but the</span> game failed to save <span style=""font-weight: normal;"">and it's</span> not letting you move on<span style=""font-weight: normal;"">?</span></p></div>",,,,,,,,,,,,,
task_nosave_opt_ach_hyp,auditory_ch_task_hyp,,yesno,"<div class=""rich-text-field-label""><p><span style=""text-decoration: underline;"">FIRST</span><span style=""font-weight: normal;""> you should try </span><em>clicking the link again</em><span style=""font-weight: normal;""> and waiting 5 seconds to see if it</s""font-weight: normal;""> it saves.</span></p> <p>If you want to finish this survey as soon as possible <span style=""font-weight: normal;"">the best option is to replay the game (we're sorry!) <em>Just make sure you have stable internet first!</em></span></p> <p> </p> <p><span style=""font-weight: normal;"">If you most want to </span>avoid replaying the game<span style=""font-weight: normal;""> there is one way to check to see if you can recover the data and move on. </span></p> <p> </p> <p><span style=""font-weight: normal;"">Hit </span>Yes<span style=""font-weight: normal;""> if you want to see this method. </span></p> <p> </p> <p><span style=""font-weight: normal;""><em>If either approach fails, </em>you may </span>email maximillian.greenwald@yale.edu<span style=""font-weight: normal;""> with the </span>subject line <span style=""font-weight: normal;"">""Task data not saving for [record_id]"" and include in the body of the email </span>which<span style=""font-weight: normal;""> </span>game<span style=""font-weight: normal;""> you are on and the </span>date<span style=""font-weight: normal;""> and </span>time<span style=""font-weight: normal;""> you completed the game.</span></p></div>",,,,,,,[task_nosave_yn_ach_hyp]='1',,,,,,
tdlbl_098,auditory_ch_task_hyp,,descriptive,task_data_ach_retrieved_2_hyp,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_ach_retrieved_2_hyp,auditory_ch_task_hyp,,notes,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Steps for retrieving a backup of your data :</span></p> <ol> <li>Right click</li> <li><span style=""font-weight: normal;""> Select ""</span>inspect<span style=""font-weight: normal;"">""</span></li> <li><span style=""font-weight: normal;"">Select the ""</span>console<span style=""font-weight: normal;"">"" tab from the top of the little box that pops up</span></li> <li><span style=""font-weight: normal;"">Type (at the bottom of the box -- your cursor should already be there) </span>console.log(localStorage.getItem('ach_task_short_psychedelic2'))<span style=""font-weight: normal;""> and</span> press enter<span style=""font-weight: normal;""> -- <em>Note: if you are trying to copy and paste this into the console you will need to type ""</em></span><em>allow pasting<span style=""font-weight: normal;"">"" and hit enter before doing so! </span></em></li> <li><span style=""font-weight: normal;"">If you see a bunch of test saying 'survey_url', 'response', 'encrypted_metadata' then success! This is your data. If not -- sorry :( you probably lost connection during the game and need to play again. </span></li> <li><span style=""font-weight: normal;"">If you </span>do<span style=""font-weight: normal;""> have the data, just copy it (you can click and drag but better is to hit the little </span>copy button<span style=""font-weight: normal;""> that should be at the end)</span></li> <li><span style=""font-weight: normal;"">Then paste the </span><span style=""text-decoration: underline;"">entire</span><span style=""font-weight: normal;""> blob of text into the </span>box below<span style=""font-weight: normal;"">!</span></li> </ol></div>",,,,,,,[task_nosave_opt_ach_hyp]='1' and ([random_rpt]='1' or [random_rpt]='2' or [random_rpt]='3' or [random_rpt]='4' or [random_rpt]='5' or [random_rpt]='6'),,LH,,,,
tdlbl_099,auditory_ch_task_hyp,,descriptive,task_data_ach_retrieved_3_hyp,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_ach_retrieved_3_hyp,auditory_ch_task_hyp,,notes,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Steps for retrieving a backup of your data :</span></p> <ol> <li>Right click</li> <li><span style=""font-weight: normal;""> Select ""</span>inspect<span style=""font-weight: normal;"">""</span></li> <li><span style=""font-weight: normal;"">Select the ""</span>console<span style=""font-weight: normal;"">"" tab from the top of the little box that pops up</span></li> <li><span style=""font-weight: normal;"">Type (at the bottom of the box -- your cursor should already be there) </span>console.log(localStorage.getItem('ach_task_short_psychedelic3'))<span style=""font-weight: normal;""> and</span> press enter<span style=""font-weight: normal;""> -- <em>Note: if you are trying to copy and paste this into the console you will need to type ""</em></span><em>allow pasting<span style=""font-weight: normal;"">"" and hit enter before doing so! </span></em></li> <li><span style=""font-weight: normal;"">If you see a bunch of test saying 'survey_url', 'response', 'encrypted_metadata' then success! This is your data. If not -- sorry :( you probably lost connection during the game and need to play again. </span></li> <li><span style=""font-weight: normal;"">If you </span>do<span style=""font-weight: normal;""> have the data, just copy it (you can click and drag but better is to hit the little </span>copy button<span style=""font-weight: normal;""> that should be at the end)</span></li> <li><span style=""font-weight: normal;"">Then paste the </span><span style=""text-decoration: underline;"">entire</span><span style=""font-weight: normal;""> blob of text into the </span>box below<span style=""font-weight: normal;"">!</span></li> </ol></div>",,,,,,,[task_nosave_opt_ach_hyp]='1' and ([random_rpt]='7' or [random_rpt]='8' or [random_rpt]='9' or [random_rpt]='10' or [random_rpt]='11' or [random_rpt]='12'),,LV,,,,
tdlbl_100,auditory_ch_task_hyp,,descriptive,task_data_ach_retrieved_4_hyp,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_ach_retrieved_4_hyp,auditory_ch_task_hyp,,notes,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Steps for retrieving a backup of your data :</span></p> <ol> <li>Right click</li> <li><span style=""font-weight: normal;""> Select ""</span>inspect<span style=""font-weight: normal;"">""</span></li> <li><span style=""font-weight: normal;"">Select the ""</span>console<span style=""font-weight: normal;"">"" tab from the top of the little box that pops up</span></li> <li><span style=""font-weight: normal;"">Type (at the bottom of the box -- your cursor should already be there) </span>console.log(localStorage.getItem('ach_task_short_psychedelic4'))<span style=""font-weight: normal;""> and</span> press enter<span style=""font-weight: normal;""> -- <em>Note: if you are trying to copy and paste this into the console you will need to type ""</em></span><em>allow pasting<span style=""font-weight: normal;"">"" and hit enter before doing so! </span></em></li> <li><span style=""font-weight: normal;"">If you see a bunch of test saying 'survey_url', 'response', 'encrypted_metadata' then success! This is your data. If not -- sorry :( you probably lost connection during the game and need to play again. </span></li> <li><span style=""font-weight: normal;"">If you </span>do<span style=""font-weight: normal;""> have the data, just copy it (you can click and drag but better is to hit the little </span>copy button<span style=""font-weight: normal;""> that should be at the end)</span></li> <li><span style=""font-weight: normal;"">Then paste the </span><span style=""text-decoration: underline;"">entire</span><span style=""font-weight: normal;""> blob of text into the </span>box below<span style=""font-weight: normal;"">!</span></li> </ol></div>",,,,,,,[task_nosave_opt_ach_hyp]='1' and ([random_rpt]='13' or [random_rpt]='14' or [random_rpt]='15' or [random_rpt]='16' or [random_rpt]='17' or [random_rpt]='18'),,LH,,,,
tdlbl_101,auditory_ch_task_hyp,,descriptive,task_data_ach_retrieved_5_hyp,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_ach_retrieved_5_hyp,auditory_ch_task_hyp,,notes,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Steps for retrieving a backup of your data :</span></p> <ol> <li>Right click</li> <li><span style=""font-weight: normal;""> Select ""</span>inspect<span style=""font-weight: normal;"">""</span></li> <li><span style=""font-weight: normal;"">Select the ""</span>console<span style=""font-weight: normal;"">"" tab from the top of the little box that pops up</span></li> <li><span style=""font-weight: normal;"">Type (at the bottom of the box -- your cursor should already be there) </span>console.log(localStorage.getItem('ach_task_short_psychedelic5'))<span style=""font-weight: normal;""> and</span> press enter<span style=""font-weight: normal;""> -- <em>Note: if you are trying to copy and paste this into the console you will need to type ""</em></span><em>allow pasting<span style=""font-weight: normal;"">"" and hit enter before doing so! </span></em></li> <li><span style=""font-weight: normal;"">If you see a bunch of test saying 'survey_url', 'response', 'encrypted_metadata' then success! This is your data. If not -- sorry :( you probably lost connection during the game and need to play again. </span></li> <li><span style=""font-weight: normal;"">If you </span>do<span style=""font-weight: normal;""> have the data, just copy it (you can click and drag but better is to hit the little </span>copy button<span style=""font-weight: normal;""> that should be at the end)</span></li> <li><span style=""font-weight: normal;"">Then paste the </span><span style=""text-decoration: underline;"">entire</span><span style=""font-weight: normal;""> blob of text into the </span>box below<span style=""font-weight: normal;"">!</span></li> </ol></div>",,,,,,,[task_nosave_opt_ach_hyp]='1' and ([random_rpt]='19' or [random_rpt]='20' or [random_rpt]='21' or [random_rpt]='22' or [random_rpt]='23' or [random_rpt]='24'),,LH,,,,
